Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
208953,2,,207829,2008-10-16 15:09:04,,1,,"<p>I second <a href=""http://stackoverflow.com/questions/207829/best-approach-to-use-in-java-6-for-a-list-being-accessed-concurrently#208009"">Telcontar's suggestion</a> of a database, since they are actually designed for managing this scale of data and negotiating between threads, while in-memory collections are not.</p>

<p>You say that the data is on a database on the server, and the local list on the clients is for the sake of user interface. You shouldn't need to keep all 100000 items on the client at once, or perform such complicated edits on it. It seems to me that what you want on the client is a lightweight cache onto the database.</p>

<p>Write a cache that stores only the current subset of data on the client at once. This client cache does not perform complex multithreaded edits on its own data; instead it feeds all edits through to the server, and listens for updates. When data changes on the server, the client simply forgets and old data and loads it again. Only one designated thread is allowed to read or write the collection itself. This way the client simply mirrors the edits happening on the server, rather than needing complicated edits itself.</p>

<p>Yes, this is quite a complicated solution. The components of it are: </p>

<ul>
<li>A protocol for loading a range of the data, say items 478712 to 478901, rather than the whole thing</li>
<li>A protocol for receiving updates about changed data</li>
<li>A cache class that stores items by their known index on the server</li>
<li>A thread belonging to that cache which communicated with the server. This is the only thread that writes to the collection itself</li>
<li>A thread belonging to that cache which processes callbacks when data is retrieved</li>
<li>An interface that UI components implement to allow them to recieve data when it has been loaded</li>
</ul>

<p>At first stab, the bones of this cache might look something like this:</p>

<pre><code>class ServerCacheViewThingy {
    private static final int ACCEPTABLE_SIZE = 500;
    private int viewStart, viewLength;
    final Map&lt;Integer, Record&gt; items
            = new HashMap&lt;Integer, Record&gt;(1000);
    final ConcurrentLinkedQueue&lt;Callback&gt; callbackQueue
            = new ConcurrentLinkedQueue&lt;Callback&gt;();

    public void getRecords (int start, int length, ViewReciever reciever) {
        // remember the current view, to prevent records within
        // this view from being accidentally pruned.
        viewStart = start;
        viewLenght = length;

        // if the selected area is not already loaded, send a request
        // to load that area
        if (!rangeLoaded(start, length))
            addLoadRequest(start, length);

        // add the reciever to the queue, so it will be processed
        // when the data has arrived
        if (reciever != null)
            callbackQueue.add(new Callback(start, length, reciever));
    }

    class Callback {
        int start;
        int length;
        ViewReciever reciever;
        ...
    }

    class EditorThread extends Thread {

        private void prune () {
            if (items.size() &lt;= ACCEPTABLE_SIZE)
                return;
            for (Map.Entry&lt;Integer, Record&gt; entry : items.entrySet()) {
                int position = entry.key();
                // if the position is outside the current view,
                // remove that item from the cache
                ...
            }
        }

        private void markDirty (int from) { ... }

        ....
    }

    class CallbackThread extends Thread {
        public void notifyCallback (Callback callback);
        private void processCallback (Callback) {
            readRecords
        }
    }
}

interface ViewReciever {
    void recieveData (int viewStart, Record[] records);
    void recieveTimeout ();
}
</code></pre>

<p>There's a lot of detail you'll have to fill in for yourself, obviously.</p>
",1000,sadie,,,,2008-10-16 15:09:04,,,,1,,,
220276,2,,220236,2008-10-20 23:17:28,,2,,"<p>I asked this <a href=""http://stackoverflow.com/questions/16233/fonts-on-the-web"">a while back</a>. The answer is basically that it doesn't work. :(</p>
",1000,sadie,,,,2008-10-20 23:17:28,,,,1,,,
221712,2,,172151,2008-10-21 12:50:11,,3,,"<p>This is a slightly left-field suggestion, but have you looked at Karaoke software? It may not be seen as ""serious"" enough, but it sounds very similar to what you're doing. For example, <a href=""http://www.aegisub.net/"" rel=""nofollow"">Aegisub</a> is a subtitling program that lets you create subtitles in the SSA/ASS format. It has karaoke tools for hilighting the chosen word or part.</p>

<p>It's most commonly used for subtitling anime, but it also works for audio provided you have a suitable player. These are sadly quite rare on the Mac.</p>

<p>The format looks similar to the one proposed by Yuval A:</p>

<pre><code>{\K132}Unmei {\K34}no {\K54}tobira
{\K60}{\K132}yukkuri {\K36}to {\K142}hirakareta
</code></pre>

<p>The lengths are durations rather than absolute offsets. This makes it easier to shift the start of the line without recalculating all the offsets. The double entry indicates a pause.</p>

<p>Is there a good reason this needs to be part of your Java program, or is an off the shelf solution possible?</p>
",1000,sadie,1000,sadie,2008-10-21 12:58:39,2008-10-21 12:58:39,,,,0,,,
225592,2,,224462,2008-10-22 12:47:39,,72,,"<p>We recently implemented a system that needs to handle values in multiple currencies and convert between them, and figured out a few things the hard way.</p>

<p><strong>NEVER USE FLOATING POINT NUMBERS FOR MONEY</strong></p>

<p>Floating point arithmetic introduces inaccuracies that may not be noticed until they've screwed something up. All values should be stored as either integers or fixed-decimal types, and if you choose to use a fixed-decimal type then make sure you understand exactly what that type does under the hood (ie, does it internally use an integer or floating point type).</p>

<p>When you do need to do calculations or conversions:</p>

<ol>
<li>Convert values to floating point</li>
<li>Calculate new value</li>
<li>Round the number and convert it back to an integer</li>
</ol>

<p>When converting a floating point number back to an integer in step 3, don't just cast it - use a math function to round it first. This will usually be <code>round</code>, though in special cases it could be <code>floor</code> or <code>ceil</code>. Know the difference and choose carefully.</p>

<p><strong>Store the type of a number alongside the value</strong></p>

<p>This may not be as important for you if you're only handling one currency, but it was important for us in handling multiple currencies. We used the 3-character code for a currency, such as USD, GBP, JPY, EUR, etc.</p>

<p>Depending on the situation, it may also be helpful to store:</p>

<ul>
<li>Whether the number is before or after tax (and what the tax rate was)</li>
<li>Whether the number is the result of a conversion (and what it was converted from)</li>
</ul>

<p><strong>Know the accuracy bounds of the numbers you're dealing with</strong></p>

<p>For real values, you want to be as precise as the smallest unit of the currency. This means you have no values smaller than a cent, a penny, a yen, a fen, etc. Don't store values with higher accuracy than that for no reason.</p>

<p>Internally, you may choose to deal with smaller values, in which case that's a <em>different type of currency value</em>. Make sure your code knows which is which and doesn't get them mixed up. Avoid using floating point values even here.</p>

<p><hr /></p>

<p>Adding all those rules together, we decided on the following rules. In running code, currencies are stored using an integer for the smallest unit.</p>

<pre><code>class Currency {
   String code;       //  eg ""USD""
   int value;         //  eg 2500
   boolean converted;
}

class Price {
   Currency grossValue;
   Currency netValue;
   Tax taxRate;
}
</code></pre>

<p>In the database, the values are stored as a string in the following format:</p>

<pre><code>USD:2500
</code></pre>

<p>That stores the value of $25.00. We were able to do that only because the code that deals with currencies doesn't need to be within the database layer itself, so all values can be converted into memory first. Other situations will no doubt lend themselves to other solutions.</p>

<p><hr /></p>

<p>And in case I didn't make it clear earlier, <strong>don't use float!</strong></p>
",1000,sadie,,,,2008-10-22 12:47:39,,,,7,,,
248687,2,,32280,2008-10-29 22:43:20,,1,,"<p>Since off-topic seems to have become the topic, Scala takes an interesting approach to this. All types are assumed to be not null, unless you explicity wrap it in an <code>Option</code> to indicate that it might be null. So:</p>

<pre><code>//  allocate null
var name : Option[String]
name = None

//  allocate a value
name = Any[""Hello""]

//  print the value if we can
name match {
  Any[x] =&gt; print x
  _ =&gt; print ""Nothing at all""
}
</code></pre>
",1000,sadie,,,,2008-10-29 22:43:20,,,,1,,,
255412,2,,254726,2008-11-01 02:06:25,,2,,"<p>You should be aware that the <code>length()</code> method returns the number of UTF-16 code points, which is not necessarily the same as the number of characters in all cases.</p>

<p>OK, the chances of that actually affecting you are pretty slim, but there's no harm in knowing it.</p>
",1000,sadie,,,,2008-11-01 02:06:25,,,,1,,,
258623,2,,258529,2008-11-03 13:31:02,,6,,"<p>What all that code boils down to is:</p>

<pre><code>Vector&lt;A&gt; vector = new Vector&lt;B&gt;();
</code></pre>

<p>In this case B extends A, but that's not allowed because the types don't match. To make clear why this doesn't work, imagine the following code:</p>

<pre><code>Vector&lt;Vector&lt;?&gt;&gt; vector = new Vector&lt;Vector&lt;String&gt;&gt;();
vector.add(new Vector&lt;Integer&gt;());
</code></pre>

<p>The variable's type is of a <em>vector of vectors of unknown type</em>; and what's being assigned to it is a <em>vector of vectors of strings</em>. The second line adds a <em>vector of integers</em> to that. The component type of the variable <code>Vector&lt;?&gt;</code>, which accepts <code>Vector&lt;Integer&gt;</code>; but the actual vector's component type is <code>Vector&lt;String&gt;</code>, which doesn't. If the compiler didn't object to the assignment on the first line, it would allow you to write the incorrect second line without being spotted.</p>

<p>C#'s generics have a similar restriction, but the difference is that a generic class in C# stores it component type, while Java forgets component types when the code is compiled.</p>

<p>ps - Why on earth are you using <code>Vector</code> rather than <code>LinkedList</code> or <code>ArrayList</code>? Is it because there are threading issues involved?</p>
",1000,sadie,,,,2008-11-03 13:31:02,,,,0,,,
261729,2,,261683,2008-11-04 12:30:25,,12,,"<p>As others have pointed out, thread safety means that a piece of code will work without errors if it's used by more than one thread at once.</p>

<p>It's worth being aware that this sometimes comes at a cost, of computer time and more complex coding, so it isn't always desirable. If a class can be safely used on only one thread, it may be better to do so.</p>

<p>For example, Java has two classes that are almost equivalent, <code>StringBuffer</code> and <code>StringBuilder</code>. The difference is that <code>StringBuffer</code> is thread-safe, so a single instance of a <code>StringBuffer</code> may be used by multiple threads at once. <code>StringBuilder</code> is not thread-safe, and is designed as a higher-performance replacement for those cases (the vast majority) when the String is built by only on thread.</p>
",1000,sadie,,,,2008-11-04 12:30:25,,,,0,,,
282883,1,,,2008-11-12 03:03:49,,4,2633,"<p>We need to start adding internationalisation to our program. Thankfully not the whole thing yet, just a few bits, but I want the way we do it to scale up to potentially cover the whole program. The thing is, our program is based on plugins, so not all strings belong in the same place.</p>

<p>As far as I understand it, Java's <code>ResourceBundle</code> work like this. You create a class that extends <code>ResourceBundle</code>, called something like <code>MyProgramStrings</code>, and also language-specific classes called <code>MyProgramStrings_fr</code>, <code>MyProgramStrings_es</code> etc. Each of these classes maps keys (strings) to values (any object). It's up to each of these classes where to get its data from, but a common place for them is a properties file.</p>

<p>You look up values in two stages: first you get the correct bundle, then you query it for the string you want.</p>

<pre><code>Locale locale = Locale.getDefault(); // or = new Locale(""en"", ""GB"");
ResourceBundle rb = ResourceBundle.getBundle(""MyProgramStrings"", locale);
String wotsitName = rb.getString(""wotsit.name"");
</code></pre>

<p>However, what we need is to combine the results of several locales into a single resource space. For example, a plugin needs to be able to override a string that's already defined, and have that new value returned whenever code looks up the string.</p>

<p>I'm a little lost in all this. Can anybody help?</p>

<p><hr /></p>

<p><strong>Update:</strong> David Waters asked:</p>

<blockquote>
  <p>I have put my answer at the bottom but I would be interested in hearing how you solved this problem.</p>
</blockquote>

<p>Well, we haven't got very far yet - long term WIBNIs always fall victim to the latest crisis - but we're basing it on the interface that a plugin implements, with the convention that resources have the same fully qualified name as the interface.</p>

<p>So an interface <code>UsersAPI</code> may have various different implementations. A method <code>getBundle()</code> on that interface by default returns the equivalent of  <code>ResourceBundle.get(""...UsersAPI"", locale)</code>. That file can be replaced, or implementations of UsersAPI can override the method if they need something more complicated.</p>

<p>So far that does what we need, but we're still looking at more flexible solutions based on the plugins.</p>
",1000,sadie,1000,Marcus Downing,2009-03-23 00:07:42,2009-03-23 00:07:42,Locales and ResourceBundles in a plugin-based program,<java><internationalization><locale><resourcebundle>,4,1,2,,
364716,2,,364642,2008-12-13 02:48:07,,2,,"<p>Use <a href=""http://tinymce.moxiecode.com/"" rel=""nofollow"">TinyMCE</a> and turn off the toolbars.</p>

<p>Seriously, making a WYSIWYG editor for the web is a lot more complicated than it sounds and there are a million ways you can go wrong. You could spend the next two months battling with different browsers and stuff that breaks for no good reason, or you can trust the people who know more about the subject than you or I do.</p>

<p>TinyMCE is impressively configurable, and you can hide all the toolbars just by using the simplest configuration options:</p>

<pre><code>tinyMCE.init({
    mode: 'textareas',
    theme: 'advanced',
    theme_advanced_buttons1 : '',
    theme_advanced_buttons2 : '',
    theme_advanced_buttons3 : '',
    theme_advanced_statusbar_location : ""none"",
});
</code></pre>

<p>You can also use normal CSS to make the </p>

<pre><code>.mceLayout {
    background: none !important;
    border: none !important;
}
</code></pre>

<p>I'm not sure what you want the WYSIWYG area for, but chances are you'll need to get the contents at some point. You can do this with simple Javascript:</p>

<pre><code>var editor = tinyMCE.get('editorid');
var stuff = editor.getContent();
</code></pre>

<p>It's free, easy to use, and proven reliable by <em>lots</em> of users. There's no good reason to reinvent the wheel.</p>
",1000,sadie,,,,2008-12-13 02:48:07,,,,0,,,
408042,1,409041,,2009-01-02 21:09:21,,8,18903,"<p>We use iText to generate PDFs from Java (based partly on recommendations on this site). However, embedding a copy of our logo in an image format like GIF results in it looking a bit strange as people zoom in and out.</p>

<p>Ideally we'd like to embed the image in a vector format, such as EPS, SVG or just a PDF template. The website claims that EPS support has been dropped, that embedding a PDF or PS within a PDF can result in errors, and it doesn't even mention SVG.</p>

<p>Our code uses the Graphics2D API rather than iText directly, but we'd be willing to break out of AWT mode and use iText itself if it achieved the result. How can this be done?</p>
",1000,sadie,,,,2015-01-20 12:32:31,Vector graphics in iText PDF,<java><image><pdf><vector><itext>,4,0,9,,
419091,2,,419021,2009-01-07 03:25:42,,9,,"<p>If you have a variable that comes from user input, it's essential that you use the ? rather than concatenating the strings. Users might enter a string maliciously, and if you drop the string straight into SQL it can run a command you didn't intend.</p>

<p>I realise this one is overused, but it says it perfectly:</p>

<p><img src=""http://imgs.xkcd.com/comics/exploits_of_a_mom.png"" alt=""Little Bobby Tables"" /></p>
",1000,sadie,,,,2009-01-07 03:25:42,,,,1,,,
435571,2,,435553,2009-01-12 14:30:45,,19,,"<p>There is some overhead with reflection, but it's a lot smaller on modern VMs than it used to be.</p>

<p>If you're using reflection to create every simple object in your program then something is wrong. Using it occasionally, when you have good reason, shouldn't be a problem at all.</p>
",1000,sadie,,,,2009-01-12 14:30:45,,,,0,,,
450364,2,,450341,2009-01-16 13:09:22,,14,,"<p>If you want to keep algorithms secret, don't push it to the client side. No form of obfuscation or protection is ever perfect.</p>

<p>Also, when you have calculations on the client side, you should <strong>always</strong> check the results on the server, rather than just assuming they're correct. <strong>Assume that the client is compromised.</strong></p>
",1000,Marcus Downing,,,,2009-01-16 13:09:22,,,,1,,,
454504,2,,453208,2009-01-18 02:10:14,,1,,"<p>Since years, months and even days can have uneven lengths, you can't start by subtracting the two dates to get a simple duration. If you want the result to match up with how human beings treat dates, you instead have to work with real dates, using your language's built in functions that understand dates better than you ever will.</p>

<p>How that algorithm is written depends on the language you use, because each language has a different set of functions. My own implementation in Java, using the awkward but technically correct GregorianCalendar:</p>

<pre><code>Term difference (Date from, Date to) {
    GregorianCalendar cal1 = new GregorianCalendar();
    cal1.setTimeInMillis(from.getTime());

    GregorianCalendar cal2 = new GregorianCalendar();
    cal2.setTimeInMillis(to.getTime());

    int years = cal2.get(Calendar.YEAR) - cal1.get(Calendar.YEAR);
    int months = cal2.get(Calendar.MONTH) - cal1.get(Calendar.MONTH);
    int days = cal2.get(Calendar.DAY_OF_MONTH) - cal1.get(Calendar.DAY_OF_MONTH);
    if (days &lt; 0) {
        months--;
        days += cal1.getActualMaximum(Calendar.DAY_OF_MONTH);
    }
    if (months &lt; 0) {
        years--;
        months += 12;
    }
    return new Term(years, months, days);
}
</code></pre>

<p>This may not be perfect, but it delivers human-readable results. Term is a class of my own for storing human-style periods, since Java's date libraries don't have one.</p>

<p>For future projects I plan to move to the much better Joda date/time library, which does have a Period class in it, and will probably have to rewrite this function.</p>
",1000,Marcus Downing,,,,2009-01-18 02:10:14,,,,0,,,
454547,2,,454494,2009-01-18 02:49:53,,0,,"<p>There's no shame in borrowing working code if it's the best tool for the job, provided the author's licence conditions allow it - real programmers do it all the time. But for academic purposes there is a problem if you could be percieved as being at all secretive or deceptive about it. To avoid that, I'd reference it both in the code with a big, clear comment, and in the report. Full disclosure means you can't be accused of doing anything wrong.</p>
",1000,Marcus Downing,,,,2009-01-18 02:49:53,,,,0,,,
473417,2,,473357,2009-01-23 15:54:03,,3,,"<p>There's a great danger in relational design when you try to create generalisations that aren't actually true, but look elegant. If you have a general table with a type field, that introduces a form of indirection that has to be resolved in your code instead, which can hurt both performance and the clarity of the code.</p>

<p>On the other hand, such indirection can have its uses, and for certain purposes I use it quite a lot. The question you have to ask is whether Computer and Component really are aspects of the same thing, or whether you're just fudging them together because it sounds good.</p>
",1000,Marcus Downing,,,,2009-01-23 15:54:03,,,,2,,,
478496,2,,478474,2009-01-25 23:12:44,,0,,"<p>Floating point math is always approximate, in any language, because that's how CPUs work. If you care about the absolute precision of your answers - for example, because you're dealing with money - then you shouldn't use floating point.</p>
",1000,Marcus Downing,,,,2009-01-25 23:12:44,,,,3,,,
487884,2,,10877,2009-01-28 14:49:18,,0,,"<p>I have it. Try the following:</p>

<pre><code>&lt;html&gt;
&lt;head&gt;
&lt;style type='text/css'&gt;

    ol { counter-reset: item; }

    li { display: block; }

    li:before { content: counter(item) "")""; counter-increment: item; 
        display: inline-block; width: 50px; }

&lt;/style&gt;
&lt;/head&gt;
&lt;body&gt;
&lt;ol&gt;
    &lt;li&gt;Something&lt;/li&gt;
    &lt;li&gt;Something&lt;/li&gt;
    &lt;li&gt;Something&lt;/li&gt;
    &lt;li&gt;Something&lt;/li&gt;
    &lt;li&gt;Something&lt;/li&gt;
    &lt;li&gt;Something&lt;/li&gt;
    &lt;li&gt;Something&lt;/li&gt;
    &lt;li&gt;Something&lt;/li&gt;
    &lt;li&gt;Something&lt;/li&gt;
    &lt;li&gt;Something&lt;/li&gt;
    &lt;li&gt;Something&lt;/li&gt;
    &lt;li&gt;Something&lt;/li&gt;
&lt;/ol&gt;
&lt;/body&gt;
</code></pre>

<p>The catch is that this <em>definitely</em> won't work on older or less compliant browsers: <code>display: inline-block</code> is a very new property.</p>
",1000,Marcus Downing,,,,2009-01-28 14:49:18,,,,0,,,
494010,2,,493996,2009-01-30 00:00:11,,2,,"<p>YouTube may use Flash for the player, but the video itself is downloaded as a fairly normal format. If you know the URL - which is in the HTML file - then you can capture it.</p>

<p>Quicktime and Windows Media streams can also be captured. Any stream that users can play can also be captured somehow. <strong>No form of protection can ever be unbreakable</strong>.</p>

<p>I suppose the most secure method would be to write your own browser plugin, but that's insane. Using a proprietary format makes capturing the video harder, but still not impossible.</p>
",1000,Marcus Downing,,,,2009-01-30 00:00:11,,,,0,,,
494055,2,,493973,2009-01-30 00:23:01,,15,,"<p>In theory, there's nothing that dynamic languages can do and static languages can't. Smart people put a lot of work into making <em>very good</em> dynamic languages, leading to a perception at the moment that dynamic languages are ahead while static ones need to catch up.</p>

<p>In time, this will swing the other way. Already various static languages have:</p>

<ul>
<li><p>Generics, which make static types less stupid by letting it select the right type when objects are passed around, saving the programmer from having to cast it themselves</p></li>
<li><p>Type inference, which saves having to waste time on writing the stuff that should be obvious</p></li>
<li><p>Closures, which among <em>many</em> other things help to separate mechanism from intention, letting you pull together complicated algorithms from mostly existing ingredients.</p></li>
<li><p>Implicit conversions, which lets you simulate ""monkey patching"" without the risks it usually involves.</p></li>
<li><p>Code loading and easy programmatic access to the compiler, so users and third parties can script your program. Use with caution!</p></li>
<li><p>Syntaxes that are more conducive to the creation of Domain Specific Languages within them.</p></li>
</ul>

<p>...and no doubt more to come. The dynamic movement has spawned some interesting developments in static language design, and we all benefit from the competition. I only hope more of these features make it to the mainstream.</p>

<p>There's one place where I don't see the dominant dynamic language being replaced, and that's Javascript in the browser. There's just too much of an existing market to replace, so the emphasis seems to be towards making Javascript itself better instead.</p>
",1000,Marcus Downing,,,,2009-01-30 00:23:01,,,,2,,,
501184,2,,470707,2009-02-01 17:18:29,,1,,"<p>As Greg Hurlman says, you should do the calculations yourself on the server. This is for more than just convenience, there's actually a good reason for it.</p>

<p>Any file that the customer has, they have the potential to screw with. I don't know what the PDF forms are for, but chances are it's connected to money somehow, so the potential exists for people to cheat by making the calculations show the wrong result. If you trust the calculations done on the client side, you have no way of detecting it.</p>

<p>When you recieve the PDF form from the client, you should redo all calculations so that you know they're correct. Then if you also have the client's versions to compare to, you should check whether they've been screwed with.</p>

<p>Don't think your clients are that untrustworthy? Good for you, but the evidence disagrees. One of my earliest introductions to programming was opening up the savegames for SimCity to give myself more money. If the opportunity exists to cheat in some way, then at some point people will try it.</p>
",1000,Marcus Downing,,,,2009-02-01 17:18:29,,,,2,,,
511535,2,,511013,2009-02-04 14:19:10,,0,,"<p>Before taking any dangerous, time-consuming or strategic actions, you should establish exactly what in your program is using up so much of the memory. You may think you know the answer, but until you have evidence in front of you, you don't. There's the possibility that memory is being used by something you weren't expecting.</p>

<p>Use a profiler. It doesn't matter which one, <a href=""http://stackoverflow.com/questions/14762/please-recommend-a-java-profiler"">there are plenty of them</a>. First find out how much memory is being used up by each object. Second, step though iterations of your serializer, compare memory snapshots and see what objects or data are created.</p>

<p>The answer will most likely be to stream the output rather than building it in memory. But get evidence first.</p>
",1000,Marcus Downing,,,,2009-02-04 14:19:10,,,,0,,,
524061,2,,523949,2009-02-07 16:27:44,,6,,"<p>Short answer, no. Long answer, it depends.</p>

<p>You can store binary data in a bunch of ways - abusing a number, using a BINARY OR VARBINARY, using a BLOB or TINYBLOB, etc. BINARY types will generally be faster than BLOB types, provided your data is a known size.</p>

<p>However, relational databases aren't designed for doing anything intelligent with binary data. On a project I used to work on, there was a table where each record had as specific binary pattern - stored as some sort of integer - and searching required a lot of ANDs, ORs, XORs and NOTs. It never really worked very well, performance sucked, and it held the whole project down. Looking back, I would have taken a completely different approach.</p>

<p>So if you just want to drop the data in and pull it out again, great. If you want to use it for anything intelligent, tough.</p>

<p>The situation may be different on other database vendors. In fact, have you considered using something else in place of the database? Some sort of object persistence?</p>
",1000,Marcus Downing,,,,2009-02-07 16:27:44,,,,0,,,
569861,1,569982,,2009-02-20 15:03:55,,3,8351,"<p>As a result of <a href=""http://stackoverflow.com/questions/246540/apache-tomcat-error-wrong-pages-being-delivered"">horrible, horrible errors</a>, we've changed how we connect Apache to Tomcat. We were using <code>mod_jk</code>:</p>

<pre><code>JkMount /path ajp13
</code></pre>

<p>Now we're using <code>mod_proxy_ajp</code>:</p>

<pre><code>ProxyPass /path ajp://localhost:8009/path
ProxyPassReverse /path ajp://localhost:8009/path
</code></pre>

<p>However, there's a feature that <code>JkMount</code> offered but <code>ProxyPass</code> doesn't: the ability to select on file types. This made it possible to proxy html files, but not images - in other words, to let the nice fast Apache serve the static stuff, and resorting to the slow Tomcat only for the dynamic stuff.</p>

<pre><code>JkMount /*.html ajp13
</code></pre>

<p>Is there any way of achieving this with <code>ProxyPass</code>? Possibly using a surrounding <code>&lt;Location&gt;</code> directive or something like that?</p>
",1000,Marcus Downing,,,,2013-04-15 01:54:16,Using ProxyPass for pages but not images,<apache><proxy><mod-jk><ajp><proxypass>,4,0,2,,
571605,2,,569861,2009-02-20 23:08:12,,1,,"<p>kmkaplan's post is the right answer, but it gave me the error:</p>

<pre><code>Syntax error on line 32 of .../httpd-vhosts.conf:
ProxyPass Unable to parse URL
</code></pre>

<p>It worked when I changed the directive to read:</p>

<pre><code>ProxyPathMatch ^/(path/.*\.html)$ ajp://localhost:8009/$1
</code></pre>

<p>I can only assume that putting the <code>$1</code> right next to the port number <code>8009</code> was confusing it.</p>
",1000,Marcus Downing,1000,Marcus Downing,2009-02-21 00:09:34,2009-02-21 00:09:34,,,,0,,,
577744,2,,530307,2009-02-23 14:09:28,,2,,"<p>You have two choice:</p>

<ul>
<li><p>Do a complete round trip, ie don't update the UI until you know the item has been successfully deleted, OR</p></li>
<li><p>Lie to your users</p></li>
</ul>

<p>If the results of the operation are questionable and important, the use the first option. If you're confident of the result, and people don't need to know the details, use the second.</p>

<p>Really, nothing keeps people happy so much as being successfully lied to.</p>
",1000,Marcus Downing,,,,2009-02-23 14:09:28,,,,1,,,
751363,1,755399,,2009-04-15 11:52:25,,4,2928,"<p>In response to <a href=""http://stackoverflow.com/questions/246540/apache-tomcat-error-wrong-pages-being-delivered"">this error where pages are delivered incorrectly</a>, we're considering a switch from Apache + Tomcat to Glassfish. This is inspired not by features, but by frustration with a fault that just won't go away.</p>

<p>The questions are:</p>

<ul>
<li><p>Should we use Glassfish in cooperation with Apache, or replace Apache entirely? The interface between Apache and Tomcat is clearly somehow connected to the error we're seeing, and the last thing we need is to have the same problem turning up again. On the flip side, we will have need of PHP, which Apache is already set up to handle.</p></li>
<li><p>Should we use Glassfish 2 or 3? Version 3 seems to be a complete rewrite, and comments here and elsewhere suggests that a lot of people are sticking with 2.</p></li>
<li><p>How well can Apache and Glassfish cooperate on the same server? For example, Apache could simplely <code>ProxyPass</code> all requests to selected domains over to Glassfish (as opposed to the much more specific proxying to Tomcat that it's doing at the moment).</p></li>
<li><p>Is there an easier way? I'd hate to do all this work for nothing.</p></li>
<li><p>Does this question belong on serverfault.com?</p></li>
</ul>
",1000,,,,,2012-07-29 01:17:38,Switching from Tomcat to Glassfish,<apache><tomcat><glassfish>,2,0,2,,
847224,1,847259,,2009-05-11 08:41:20,,7,6899,"<p>I'm developing a simple RESTful API, and utterly in love with how minimalistic it is. But I'm uncertain as to the correct HTTP response codes for various situations:</p>

<ol>
<li><p>Incorrectly formed query</p></li>
<li><p>Correctly formed query refers to a resource which does not exist</p></li>
<li><p>Resource successfully deleted</p></li>
<li><p>Resource successfully edited</p></li>
</ol>

<p>I'm currently thinking that 1 would be <code>403 Forbidden</code>; 2 would be <code>410 Gone</code>; 3 and 4 would be <code>202 Accepted</code>. Do they sound right?</p>
",1000,,,,,2009-05-11 09:11:09,RESTful HTTP response codes,<http><rest><response>,5,0,7,,
873691,2,,873510,2009-05-17 01:21:21,,40,,"<p>Because they did it in a hurry in the early days of Java, and didn't realise what the implications would be four versions later.</p>

<p>Generics were supposed to be part of the design of Java from the beginning, but the feature was dropped as being too complicated and, at the time, unnecessary. As a result, lots of code in the standard libraries is written with the assumption of non-generic collections. It took the prototype language ""Pizza"" from Martin Odersky to show how they could be done fairly well while maintaining near perfect backwards compatibility, with both Java code and bytecode. The prototype led to Java 5, in which the collections classes were retrofitted with generics in a way that allowed old code to keep working.</p>

<p>Unfortunately, if they were to retroactively make <code>Properties</code> inherit from <code>Map&lt;String, String&gt;</code>, then the following previously valid code would stop working:</p>

<pre><code>Map&lt;Object, Object&gt; x = new Properties()
x.put(""flag"", true)
</code></pre>

<p>Why anybody would do that is beyond me, but Sun's commitment to backwards compatibility in Java has gone beyond heroic into the pointless.</p>

<p>What's now appreciated by most educated observers is that <code>Properties</code> should never have inherited from <code>Map</code> at all. It should instead wrap around <code>Map</code>, exposing only those features of Map that make sense.</p>

<p>Since reinventing Java, Martin Odersky has gone on to create the new Scala language, which is cleaner, inherits fewer mistakes, and breaks new ground in a number of areas. If you're finding Java's niggles annoying, take a look at it.</p>
",1000,,1000,,2009-05-17 22:03:40,2009-05-17 22:03:40,,,,4,,,
887447,1,893895,,2009-05-20 11:44:50,,0,2700,"<p>I'm writing a WordPress plugin that filters <strong>the_content</strong>, and I'd like to make use of the <code>&lt;!--more--&gt;</code> tag, but it appears that it has been stripped out by the time it reaches me. This appears to be not a filter, but a function of the way WordPress works.</p>

<p>I could of course resort to reloading the already-loaded content from the database, but that sounds like it might cause other troubles. Is there any good way for me to get the raw content without the <code>&lt;!--more--&gt;</code> removed?</p>
",1000,,,,,2015-11-01 01:02:53,WordPress plugin: finding the <!--more--> in the_content,<wordpress><filter><wordpress-plugin>,3,2,,,
