Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,Age,AccountId
"207","15180","2008-08-03 13:51:13","James Sulak","2016-10-12 16:24:37","http://www.jamessulak.com","Houston, TX","<p>I'm a software developer in Houston, Texas. Find me at my <a href=""http://www.wordsinboxes.com"" rel=""nofollow"">blog</a> or on <a href=""http://www.twitter.com/jsulak"" rel=""nofollow"">Twitter</a>, or check out different <a href=""http://www.jamessulak.com"" rel=""nofollow"">projects I've done</a>.<p><a href=""http://twitter.com/jsulak"" rel=""nofollow"">@jsulak</a></p><p><a href=""http://facebook.com/james.sulak"" rel=""nofollow"">facebook</a></p></p>
","814","685","24","","","33","170"
"208","21470","2008-08-03 13:52:08","brad","2016-10-16 02:03:56","http://braddunbar.net","Lexington, South Carolina","","989","690","10","","","32","171"
"209","9383","2008-08-03 13:54:19","CVertex","2016-10-14 01:57:26","http://au.linkedin.com/in/vijaysanthanam","Australia","<p>""There's a risk I'll OD on imagination like my friend Chauncey"" - Wonder Showzen.</p>
","1267","1685","54","","","35","172"
"210","21476","2008-08-03 14:46:59","rfunduk","2016-10-15 21:33:59","http://ryanfunduk.com","Waterloo, Canada","<p>I eat code for breakfast, lunch, and dinner. These days I'm mostly working with React, Node, and Ruby and Rails.</p>

<p>Co-founder of <a href=""https://bugrocket.com"" rel=""nofollow"">Bugrocket</a> and <a href=""https://coursecraft.net"" rel=""nofollow"">CourseCraft</a>.</p>
","1143","505","545","","","33","173"
"211","1974","2008-08-03 14:56:28","jhornnes","2013-09-19 06:06:16","http://www.hornnes.org","Hendersonville, NC","not much to say","90","0","1","","","34","174"
"212","3303","2008-08-03 14:59:56","Mike Polen","2016-10-11 14:00:42","http://about.me/mwpolen","Richmond, VA","<p>Christian, dynamic systems engineer, developer, classic liberal, reader, teacher, father and husband</p>
","739","421","4","","","50","175"
"214","8946","2008-08-03 15:12:30","ICR","2016-06-14 11:55:11","http://www.morethannothing.co.uk","United Kingdom","I am a second year Computer Science who has been programming for 8 years in a variety of languages spanning from BASIC to C#.","517","649","21","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","28","176"
"216","6257","2008-08-03 15:21:52","Joey deVilla","2016-10-08 02:54:49","http://globalnerdy.com/","Tampa, Florida","<p>GSG Telco's Platform Evangelist by day, rock and roll accordion-playing mobile developer by night.</p>
","209","23","0","https://i.stack.imgur.com/4v31P.jpg","","49","177"
"217","468","2008-08-03 15:59:20","Jonathan Rauch","2016-09-25 21:14:33","http://twitter.com/JonathanRauch","Tel Aviv, Israel","<p>Software developer. Mostly C#. And as much Ruby as I can find the time for</p>
","67","643","3","","","29","178"
"219","10816","2008-08-03 16:25:07","Rudd Zwolinski","2016-10-12 22:19:42","http://www.ruddzw.com","Fairfield, CT, United States","","468","875","14","https://i.stack.imgur.com/YdULj.png","","29","179"
"223","6484","2008-08-03 16:58:07","David Pokluda","2016-10-07 22:59:49","http://blog.pokluda.com","Redmond, WA","<p>Test driven developer using mostly Microsoft technologies.</p>
","516","59","9","","","43","181"
"224","5980","2008-08-03 17:17:37","vzczc","2016-10-13 12:43:41","http://www.vzcz.com","Norway","Developer in Oslo","633","452","4","","","50","182"
"225","18856","2008-08-03 17:19:42","brendan","2016-10-14 19:18:06","http://devspade.com","Boston, MA","<p>Developer - mostly .Net these days but I've dabbled in a tons of other stuff.
<br /><br />
Currently working for <a href=""http://litmusapp.com"" rel=""nofollow"">Litmus</a>.</p>
","1039","904","32","","","37","183"
"227","9445","2008-08-03 17:53:19","Ishmaeel","2016-10-14 11:31:16","http://exiclick.com","Istanbul, Turkey","","546","1401","49","","","39","184"
"229","755","2008-08-03 18:25:54","Brian Jorgensen","2010-06-15 15:42:05","http://code.google.com/p/sympy/","United States","Straight-up coding 24/7, dawg.","70","22","1","","","29","185"
"230","14312","2008-08-03 19:32:46","Dan","2016-10-11 16:46:25","http://www.racquetladder.com","London, United Kingdom","","1314","706","183","","","36","186"
"231","5339","2008-08-03 19:35:19","FryHard","2016-09-12 13:36:46","http://www.fryhard.com","South Africa","<p>Software developer working in the Microsoft world.</p>
","239","233","6","","","34","187"
"232","7427","2008-08-03 20:02:07","Matt Dawdy","2016-10-10 16:41:50","","Prairie Village, KS","<p>Programming is fun. And hard.  But mostly fun.  Well, actually, it changes hour by hour.</p>

<h1>SOreadytohelp</h1>
","779","575","36","","","44","188"
"233","29881","2008-08-03 20:19:32","Ray","2016-10-13 20:04:21","","London, United Kingdom","","1260","1706","210","","","34","189"
"234","71226","2008-08-03 20:25:38","Orion Edwards","2016-10-15 08:25:04","http://orionedwards.blogspot.com","New Zealand","<p>I do .NET, C++, Ruby, Automated Testing, Running and Snowboarding<p><a href=""http://twitter.com/borland"" rel=""nofollow"">@borland</a></p></p>
","3922","3609","314","","","34","190"
"235","17891","2008-08-03 20:30:43","Joshua McKinnon","2016-10-15 23:43:02","http://codecampfire.blogspot.com","United States","Developer and longtime geek - I enjoy everything about programming and computers.","925","747","5","","","34","191"
"236","525","2008-08-03 20:50:07","sachin","2016-10-16 04:10:48","http://www.google.com","Bangalore, India","<p>Software developer</p>
","95","136","2","","","32","192"
"237","375","2008-08-03 20:59:06","yoliho","2016-10-14 15:59:40","","Bethesda, MD","Pet: Shiba Inu

","108","140","1","","","39","193"
"238","24323","2008-08-03 21:42:37","Pat","2016-10-13 10:58:22","http://yoolki.com","Beirut, Lebanon",":-)","550","210","18","","","39","194"
"242","3529","2008-08-03 22:55:19","David HAust","2016-10-14 01:51:38","http://www...com","Australia","<p>To live is to fall ...<br>
To survive is to find meaning in the falling ...<br>
And I'm finding <i>a lot</i> of meaning!</p>

<p>I'm a most-of-the-stack web dev working mostly with .NET. I like code that solves interesting problems cleanly, pretty pixels and user-centered design.</p>
","667","1060","81","https://i.stack.imgur.com/fE31K.jpg?s=128&g=1","","","195"
"243","13656","2008-08-03 23:49:51","Goyuix","2016-10-14 14:35:45","https://plus.google.com/u/0/+GregMcMurray","Salt Lake City, UT","<p>I started coding at about age 8 on an Apple II with a friend when we decided the Lemonade Stand game just wasn't awesome enough. Since then I have had deep exposure to C, C++, Java, C# and JavaScript. I have recently taken a deeper interest in Python, F# and PowerShell.</p>

<p>Did my answers help you? Say thanks with something from my <a href=""http://www.amazon.com/gp/registry/wishlist/1DRYNF2J67E3O/"" rel=""nofollow"">Amazon.com Wishlist</a>.</p>
","732","4587","69","","","39","196"
"244","15466","2008-08-04 00:23:06","Shadow_x99","2016-03-10 12:04:46","http://devnull.com/","Montreal, Canada","I'm a geek. It's as simple as that... My hobbies are RPGs, Wargames and Music. However, I mostly read about Computers Hardware and/or Software","881","83","9","https://i.stack.imgur.com/OPy8n.jpg","","33","197"
"245","13657","2008-08-04 00:38:47","Michael Pryor","2016-10-11 17:19:19","http://www.fogcreek.com","New York, NY","<p>President Fog Creek Software Inc.
CEO Trello Inc.</p>
","5015","1023","89","","","40","198"
"246","3838","2008-08-04 00:47:32","rjohnston","2016-10-13 23:31:15","http://www.rjohnst.com","Brisbane, Australia","<p>Once had an unfortunate encounter in a photo booth on the wildlife-populated island of Catalina.</p>
","369","1260","28","","","33","199"
"247","4836","2008-08-04 00:50:51","Shawn Miller","2016-10-13 19:50:39","https://mediocre.com","St. Louis, MO","<p><li>Co-Founder, CTO of <a href=""https://mediocre.com"" rel=""nofollow"">mediocre.com</a></li>
<li>Former Development Manager at <a href=""http://www.woot.com/"" rel=""nofollow"">woot.com</a></li>
<li>Twitter <a href=""http://twitter.com/smiller/"" rel=""nofollow"">@smiller</a></li></p>
","717","512","70","","","37","200"
"253","1827","2008-08-04 05:38:52","Scott Cowan","2016-05-05 15:16:52","http://www.sleepoverrated.com","London, United Kingdom","<ul>
<li>Born in Vancouver</li>
<li>Live in London</li>
<li>Love Jesus</li>
<li>Contractor</li>
<li>Trainer aka Teacher</li>
<li>Serial Entrepreneur</li>
<li>Fire Dancing Performer</li>
</ul>
","402","165","5","","","39","201"
"254","797","2008-08-04 05:45:21","Dean Bates","2015-10-29 14:23:41","","","","144","1","0","","","","202"
"255","26922","2008-08-04 05:46:02","Jim McKeeth","2016-10-10 19:53:18","http://www.Delphi.org/","Boise, ID","<p>Lead World Wide Developer Evangelist for <a href=""http://www.embarcadero.com/"" rel=""nofollow"">Embarcadero Technologies</a></p>

<p><a href=""http://patentlyo.com/patent/2013/01/smartphone-wars-microns-slide-to-unlock-patent.html"" rel=""nofollow"">Invented and patented swipe to unlock</a> in 2000. See
US Patent # <a href=""http://www.google.com/patents/US8352745"" rel=""nofollow"">8352745</a> &amp; <a href=""http://www.google.com/patents/US6766456"" rel=""nofollow"">6766456</a>, and others.</p>

<p>Host of the <a href=""http://delphi.org/"" rel=""nofollow"">Podcast at Delphi.org</a>. (mostly a blog, but some podcast episodes).</p>

<p>Preferred Languages:</p>

<ol>
<li>Delphi / Object Pascal</li>
<li>C# / .NET</li>
<li>JavaScript</li>
<li>Java</li>
<li>C++</li>
<li>Objective-C</li>
</ol>
","2830","2313","69","https://i.stack.imgur.com/zl74R.jpg","","43","203"
"257","5396","2008-08-04 07:30:01","Josh","2015-09-02 23:01:46","http://parris.josh.com.au/","Australia","A child prodigy, Josh is gracing StackOverflow with his copious spare time in an attempt to bring some balance to the Force.","244","227","35","","","","204"
"258","3013","2008-08-04 07:59:04","Anthony Main","2016-10-13 15:16:18","https://thedistance.co.uk","United Kingdom","<p>Yorkshire’s leading app development agency</p>

<p>We are experienced
We’ve been developing apps since the launch of the first iPhone, and our extensive portfolio of brands - including household names and world famous companies - speaks for itself.</p>

<p>We are specialists
Our apps are built in-house in our York office by a highly specialised staff whose skillsets guarantee quality and excellence are at the heart of each project.</p>

<p>Our sole service is native app development on iOS, Android and Windows tablets and phones. Dedicated developers on each platform ensure delivery of the best quality user experience.</p>

<p>We are here for you
Our team are on hand through every stage of the process to ensure your complete satisfaction. We are a credible and independently stable partner in business; our name comes from the promise we make at the beginning of each client relationship.</p>

<p>We’ll go The Distance</p>
","469","283","33","","","35","205"
"259","14701","2008-08-04 08:10:58","David Sykes","2016-10-13 07:16:54","","United Kingdom","","1054","1497","158","","","52","206"
"260","5257","2008-08-04 08:21:41","gyurisc","2016-10-15 11:45:59","http://www.littlebigtomatoes.com/","Budapest, Hungary","<p>Hi!<br> My name is Krisztian Gyuris. I am a geek from Budapest, Hungary. I build software by day and do some coding for fun in my free hours. 
</p>

<p><br/>
<a href=""http://twitter.com/gyurisc"" rel=""nofollow"">Twitter</a></p>

<h1>SOreadytohelp</h1>
","808","1406","5","","","41","207"
"261","1527","2008-08-04 08:51:21","Mattias","2016-10-14 20:12:22","http://www.bothernomore.com/","United Kingdom","","185","23","0","","","","208"
"263","256","2008-08-04 09:56:55","Mark","2008-11-23 14:51:07","","Australia","","39","5","1","","","","209"
"264","33429","2008-08-04 09:58:18","Xenph Yan","2015-08-26 03:29:44","http://chris.beckett.io","Sydney, Australia","<p>Builds strange little websites for money.</p>
","2826","689","32","","","31","210"
"265","1243","2008-08-04 10:01:02","Lauren","2016-10-12 17:49:12","https://github.com/Comaleaf","United Kingdom","","140","100","24","","","26","211"
"266","21526","2008-08-04 10:02:44","Rytmis","2016-10-14 09:59:27","http://blog.rytmis.net","Esbo, Finland","<p>Software developer since 2001, independent consultant since 2010. I work primarily on Windows, but I get along well with Linux as well. .NET is my bread and butter, but I've grown to love dynamic languages too.</p>
","1375","549","51","","","35","212"
"267","221291","2008-08-04 10:11:06","Lasse V. Karlsen","2016-10-15 21:55:46","http://blog.vkarlsen.no/","Porsgrunn, Norway","<p>Currently a systems developer at <a href=""http://www.gatsoft.no"" rel=""nofollow"">Gatsoft as, Porsgrunn, Norway</a>.</p>

<p>All original source snippets I post directly on stackoverflow are licensed under the Stack Overflow community license. Links to source code elsewhere, including my own, might have its own license.</p>

<p>Projects and sites</p>

<ul>
<li><a href=""https://github.com/lassevk/DiffLib"" rel=""nofollow"">DiffLib</a></li>
<li><a href=""http://mercurialnet.codeplex.com/"" rel=""nofollow"">Mercurial.Net</a></li>
<li><a href=""http://optnet.codeplex.com"" rel=""nofollow"">Opt.Net</a></li>
<li><a href=""http://md2html.codeplex.com"" rel=""nofollow"">md2html</a></li>
<li><a href=""https://github.com/lassevk"" rel=""nofollow"">GitHub profile</a> account.</li>
</ul>

<p>My email is lasse@vkarlsen.no but if you're contacting me about a Stack Exchange question or answer, please leave a comment directly on the content instead of emailing me about it.</p>
","26936","5195","1365","","","45","213"
"268","22372","2008-08-04 10:11:11","Vincent Robert","2016-10-14 17:07:58","http://genezys.net","Paris, France","<p>Excuse any English mistakes :-)</p>

<p>I am on <a href=""http://twitter.com/genezys"" rel=""nofollow"">Twitter</a></p>
","1469","1172","65","","","34","214"
"269","12850","2008-08-04 10:13:44","sparkes","2008-09-30 07:30:19","http://zx-81.com","United Kingdom","General hacker from the UK who is rapidly getting fed up of the sort of tossers attracted to SO beta.
<br /><br />

It's a crying shame that something with so much potential is going to end up like Slashdot.
<br /><br />

Joel, Jeff, guys while it's the crowd that can make this place that's what's going to kill it too.","465","330","37","","","44","215"
"270","18622","2008-08-04 10:21:45","roryf","2016-10-14 13:57:10","http://www.roryf.co.uk","Edinburgh, United Kingdom","<p>Every time you link to <a href=""http://w3fools.com"" rel=""nofollow"">w3schools</a>, a kitten dies.</p>
","1183","392","89","","","","216"
"271","3954","2008-08-04 10:25:01","Justin Bennett","2016-10-12 17:36:22","http://jmbennett.org","New York, NY","I'm a Systems Engineer in Syracuse, NY.  I have a good deal of programming experience in C/C++, PHP and Java and a bit of experience in Perl, C#, ASP and others.  I enjoy web development and small application development as well as the writing the types of scripts used for system administration and such.","318","167","13","","","29","217"
"272","28","2008-08-04 10:30:47","Sven","2015-12-26 16:44:09","http://SvenSemmler.org","","<p>please delete me</p>
","122","11","0","","","","218"
"273","70","2008-08-04 10:36:45","Henrik Bierbum Bacher","2012-07-13 11:18:12","","Copenhagen, Denmark","","67","4","0","","","30","219"
"274","21054","2008-08-04 10:43:23","Xetius","2016-10-15 10:45:35","http://www.xetius.com","United Kingdom","Geek, pure and simple.","1424","615","15","","","44","220"
"275","17574","2008-08-04 10:44:03","lubos hasko","2015-08-04 04:17:32","http://www.manager.io","Sydney, Australia","<p><a href=""http://www.manager.io"" rel=""nofollow"">Accounting software</a></p>
","1892","1178","77","","","","221"
"276","7613","2008-08-04 10:44:14","Erik Öjebo","2016-10-15 19:03:07","http://www.erikojebo.se","Örebro, Sweden","<p>Technical lead / development lead focusing on building solutions for the Microsoft .NET platform, using agile practices and methodologies such as kanban, scrum, test driven development and continuous integration.</p>

<p>I'm currently building distributed web systems with ASP.NET MVC, and trying to learn more about DevOps-y stuff.</p>

<p>Almost everything I code in my spare time is geared towards open source in one way or another, either by writing my own OSS, contributing to other OSS projects or simply learning about all the good stuff that's out there.</p>

<p>I'm an emacs enthusiast who enjoys playing with different programming languages, such as Haskell, Ruby and Lisp.</p>
","717","349","1","","","34","222"
"277","5955","2008-08-04 10:55:22","kaybenleroll","2016-01-24 00:14:06","http://www.kaybensoft.com","Ireland","<p>Software Developer in Ireland, who is fond of asking questions...</p>
","379","874","5","","","39","223"
"278","3512","2008-08-04 11:28:54","Lea Cohen","2016-10-13 11:23:46","http://leketshibolim.ort.org.il","Israel","<p>Web developer, both server-side and client-side. Started my web career with ASP.NET and now also write in PHP (mainly Wordpress, some Moodle).</p>

<h1>SOreadytohelp</h1>
","845","3010","24","","","42","224"
"279","3680","2008-08-04 11:30:57","John with waffle","2016-10-11 20:23:35","http://john-benjamin-cassel.com/","Champaign, IL","<p>I’ve been working on a career combining scenario modeling with machine learning. I have experience in the practical problem of managing, processing, and representing large volumes of data. I'm very interested in problems in the long-term risks in infrastructure: manufacturing, transportation, energy, and agriculture. I hope to contribute to technologies leading to the more effective governance of risk.</p>

<p>** Specialties **</p>

<p>Understanding of temporal processes: temporal logic, time-series statistics, online machine-learning, causal processes, and systems analysis.</p>

<p>Software: algorithm design, software engineering, and data modeling.</p>

<p>Representing information: through prose, diagrams, schedules, maps, information visualizations, blueprints, probabilistic models, simulations, data structures, databases, and domain-specific programming languages.</p>

<p>Manufacturing: production planning, mechatronics, and manufacturing processes.</p>
","589","219","13","","","37","225"
"280","795","2008-08-04 11:49:45","bgoncalves","2015-08-18 10:11:30","http://www.bgoncalves.com","Marseille, France","<p>Bruno Gonçalves is currently a faculty member at the Centre de Physique Théorique of Aix-Marseille Université in Marseille, France. He completed his joint PhD in Physics, MSc in C.S. at Emory University in Atlanta, GA in 2008 following which he joined the Center for Complex Networks and Systems Research at Indiana University as a Research Associate. From September 2011 until August 2012 he was an Associate Research Scientist at the Laboratory for the Modeling of Biological and Technical Systems at Northeastern University.</p>

<p>Since 2009 he has been pursuing the use of Data Science and Machine Learning to study human behavior. By processing and analyzing large datasets from Twitter, Wikipedia, webaccess logs, and Yahoo! Meme he studied how we can observe both large scale and individual human behavior in an obtrusive and widespread manner. The main applications have been to the study of Information Diffusion, Behavioral Change and Epidemic Spreading.</p>
","133","29","1","","","37","226"
"281","215","2008-08-04 12:13:17","Caleb Elston","2009-05-21 20:29:23","http://www.toluu.com","Miami, FL","","59","14","0","","","","227"
"282","1677","2008-08-04 12:18:45","Bert Lamb","2016-10-15 22:01:46","http://www.bertlamb.com","Exeter, NH","<p>Software Engineer, Litmus.com</p>
","127","105","2","","","39","228"
"283","552","2008-08-04 12:21:06","Rich Reuter","2014-10-23 18:03:05","http://www.richreuter.com","Dayton, OH","<p>Developer and musician from the Gem City.</p>
<p>http://twitter.com/rich36</p>","74","97","2","https://www.gravatar.com/avatar/c137a6c8cf34067f84a33d73fdf598f6?s=128&d=identicon&r=PG&f=1","","40","229"
"285","2140","2008-08-04 12:34:49","sestocker","2016-10-13 17:49:14","http://www.edynamic.net","Maumee, OH, United States","<p>I'm Director of Solution Architecture at edynamic where I oversee teams on content management projects, primarily Sitecore.</p>
","197","194","6","","","32","230"
"287","19568","2008-08-04 12:43:38","basszero","2014-04-24 14:25:50","http://rauros.net","United States","bright shiny objects","2385","326","33","","","34","232"
"288","723","2008-08-04 12:50:02","Haydar","2016-10-13 19:12:46","","Maryland","","185","106","8","","","50","233"
"289","351","2008-08-04 12:53:11","Chris Leon","2013-12-14 00:09:41","","Shreveport, LA","Chris started using computers shortly after completing his toilet training. He began by hitting random keys on a Commodore 64 until a rocket ship took off if he happened to spell a word correctly. He started programming one day when his father brought home an old 8088 when he was in 5th grade and has only stopped for the occasional bathroom break.
Chris has plans of one day becoming an astronaut, pirate, or some sort of combination of astronaut and pirate.","52","2","0","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","35","234"
"291","761","2008-08-04 13:03:39","The How-To Geek","2016-10-12 17:41:25","http://www.howtogeek.com","United States","This box should contain something about me. Unfortunately, nothing witty comes to mind.","446","60","0","","","40","236"
"292","12869","2008-08-04 13:14:31","shsteimer","2015-06-17 21:25:20","http://shsteimer.com","Pittsburgh, PA","<p>I'm a senior consultant and technical architect with <a href=""http://www.crownpartners.com"" rel=""nofollow"">Crown Partners</a> working in our WEM Solutions Group.  I have expertise in Java, JavaScript, and Python programming languages as well as Adobe CQ5 and EMC Documentum Implementations.</p>
","787","370","142","","","33","237"
"293","684","2008-08-04 13:18:55","miya","2016-10-13 20:42:56","http://miyadevnotes.wordpress.com","Buenos Aires, Argentina","","241","324","2","https://i.stack.imgur.com/CBDju.jpg?s=128&g=1","","35","533287"
"295","21","2008-08-04 13:25:14","benjaminperdomo","2015-12-04 13:30:16","http://www.carvajalsolucioneseducativas.com","Bogota, Colombia","<p>Web developer from Bogota, Colombia. Currently working in www.librerianorma.com</p>
","71","3","1","","","34","239"
"296","2967","2008-08-04 13:26:48","jdecuyper","2016-10-14 22:03:40","http://jdecuyper.github.com/","Mexico City, Mexico","<p>I have a Bachelor degree in <strong>Sociology</strong> and a master degree in <strong>Computer Science</strong>!</p>

<p>I started programming with my Commodore 64 in the nineties and with <strong>VB6</strong>, <strong>ASP</strong> and <strong>ActionScript</strong> around 2002.</p>

<p>Today, I mostly build web applications with ASP.NET, MSSQL and Javascript. Over the time, I have proven multiple times being able <strong>to adapt to any kind of technology or languages</strong>. I always strive to use programming pattern, write reusable code and simplify the user's experience.</p>

<p>Cruise Control, SVN and Git occupy a privileged spot in my tool box.</p>
","864","1197","6","","","36","240"
"298","4864","2008-08-04 13:29:28","Riri","2016-07-31 15:14:40","","Sweden","Fantomen","491","356","16","","","38","241"
"299","4883","2008-08-04 13:31:09","Bryan Roth","2016-03-17 20:48:33","http://bryanroth.com","United States","","575","142","18","","","30","242"
"300","4932","2008-08-04 13:38:16","Don Dickinson","2016-10-10 20:38:18","http://www.greatwebdivide.com","Minneapolis, MN","<p>computer programmer living in minnetonka, mn. i love delphi, powerbasic, php, codeigniter, sqlite,  mysql, mssql, and couchbase. i spend too much time manipulating X12 EDI files :(</p>
","350","115","4","","","48","243"
"302","24936","2008-08-04 13:39:41","Jake McGraw","2016-10-14 21:00:12","http://www.jakemcgraw.com","New York, NY","<p>Director of Platform Engineering at <a href=""http://refinery29.com"" rel=""nofollow"">Refinery29</a>.</p>

<p>I like PHP, do what you will with that information.</p>
","2171","531","81","https://i.stack.imgur.com/rnte8.jpg?s=128&g=1","","32","244"
"303","10872","2008-08-04 13:48:50","NotMyself","2016-10-14 23:10:57","http://www.iamnotmyself.com","United States","<p>So I sit at the edge of my bed. I strum my guitar and I sing an outlaw love song.</p>
","1232","266","24","https://i.stack.imgur.com/lMeSA.jpg?s=128&g=1","","42","245"
"304","80599","2008-08-04 13:54:38","McDowell","2016-10-06 10:35:07","http://illegalargumentexception.blogspot.com/","United Kingdom","<p>""Part of the challenge of programming is looking at the building blocks provided to you and deciding how to assemble them to build something new. After all, if everything you wanted a program to do already existed ready-made, it wouldn't be called programming any more. It would be called shopping.""<br />-<a href=""http://blogs.msdn.com/oldnewthing/archive/2009/08/04/9856634.aspx"" rel=""nofollow"">Raymond Chen</a></p>
","12566","5752","4414","","","42","246"
"305","66948","2008-08-04 14:04:19","Mark Biek","2016-10-14 17:26:53","http://careers.stackoverflow.com/markbiek","Louisville, KY","<p><b>Stackoverflow is the best website EVAR!</b></p>
","6173","4447","477","","","38","247"
"306","2070","2008-08-04 14:09:03","num1","2016-10-14 14:16:10","http://stackoverflow.com/users/306/num1","United States","<p>Sometimes I program</p>
","263","513","37","","","","248"
"307","15736","2008-08-04 14:26:05","Brett Veenstra","2016-10-14 01:20:01","https://www.linkedin.com/in/brettveenstra","United States","<p>Disciple, Husband, Father, Brother, Son... Programmer</p>
","636","2206","6","","","44","249"
"308","6304","2008-08-04 14:34:46","Brad Tutterow","2010-04-15 21:35:08","http://www.codebadger.com","United States","application architect with an affinity for microsoft technologies, open source tools, and chewing gum","271","211","13","","","40","250"
"311","1766","2008-08-04 14:57:09","Bruce Alderman","2016-10-14 15:49:04","http://www.squishlikegrape.com/","Kansas","<p>I'm the Lead Programmer for <a href=""http://www.jocolibrary.org/"" rel=""nofollow"">Johnson County Library</a>, and a sometime writer for <a href=""http://www.sitepoint.com/"" rel=""nofollow"">SitePoint</a>.</p>
","652","2866","8","","","48","251"
"312","13552","2008-08-04 15:01:41","palehorse","2016-10-14 23:38:51","http://blog.palehorse.net/","United States","Just a code monkey slogging along the trail to (in)sanity.","458","803","9","","","48","252"
"313","5305","2008-08-04 15:05:26","caryden","2016-10-05 16:48:24","http://precisionlender.com","Cary, NC","","441","22","2","","","45","253"
"314","3431","2008-08-04 15:25:23","Uberfuzzy","2016-10-16 02:01:51","http://uberfuzzy.com","OH, United States","<p>OH, thats what this gray box is for...</p>
","261","302","2","","","34","254"
"315","974","2008-08-04 15:33:26","Tokabi","2016-10-13 15:05:27","http://www.tokabi.com","United Kingdom","I started out in the early 80's writing games in Basic, 6502 & 6809 assembler for the Commodore 64 and Dragon 32, I even got paid for a couple. Now working as a freelance contractor, mostly specialising in C#, SQL Server and ASP.Net.
","68","49","13","https://www.gravatar.com/avatar/d702a2da940690c20522218d11617a3f?s=128&d=identicon&r=PG&f=1","","50","255"
"316","5043","2008-08-04 15:40:45","Daniel F. Hanson","2015-06-06 23:50:05","http://rainault.blogspot.com/","Pullman, WA","<img src=""http://uvshock.co.uk/badge.php?label=Bwah.&medal=bronze"" />","161","33","5","https://www.gravatar.com/avatar/e26f5283b8b8701e2f6398a670632e5e?s=128&d=identicon&r=PG","","31","256"
"317","8456","2008-08-04 15:43:28","Joseph Sturtevant","2016-10-14 22:44:15","http://sturtevant.myopenid.com","Vancouver, WA","","587","469","10","","","28","257"
"318","5120","2008-08-04 15:47:15","karlgrz","2016-10-13 18:49:24","http://karlgrz.com/","Elgin, IL","<p>Software Engineer for Mediafly.</p>

<p>Music is my passion outside of development. I play guitar in a couple rock bands &amp; have been putting together a ""solo"" album of sorts with the recent acquisitions of a 5 string bass &amp; a 49 key USB MIDI Controller / Keyboard (which, when combined with Battery, Cubase, &amp; Guitar Rig, form a fairly solid home studio).</p>
","496","807","13","","","33","258"
"319","2263","2008-08-04 16:03:00","Binarytales","2016-08-25 17:54:47","http://binarytales.com","Brighton, United Kingdom","","339","66","10","","","29","259"
"320","20138","2008-08-04 16:17:25","Brian","2016-10-16 00:47:00","http://redwerb.com","United States","<p>I received a Computing and Software Systems (CSS) degree from the University of Washington in 1999 and have been working as a developer ever since. My focus has been on Microsoft development, in particular .Net (both WinForms and ASP.Net), but I also have experience in classic ASP and even a little COM.</p>

<p>My current position is Senior Software Developer\Architect at TourFactory.com. We build a virtual tour product for real-estate agents.</p>
","679","503","6","","","44","260"
"322","9211","2008-08-04 16:38:52","Chris Smith","2016-09-19 16:57:18","http://blog.aChrisSmith.com/","Seattle, WA","<p>Author of ""Programming F#"" by O'Reilly.</p>

<p>I used to work at Microsoft on the F# team. Now I kick it old school at Google.</p>
","1362","918","13","","","34","261"
"323","166","2008-08-04 16:42:43","dibson","2015-01-09 23:10:42","","","","36","11","0","","","","262"
"324","2009","2008-08-04 16:46:29","adeel825","2010-03-31 16:02:21","http://www.adeelkhan.com","United States","Software Developer focusing on Collaboration technologies such as Instant Messaging, Voice, and Video.","205","105","9","","","36","263"
"326","13214","2008-08-04 16:59:58","Ian Robinson","2016-10-13 18:48:07","http://enlivenhq.com","United States","<p>Co-founder of Enliven, a St. Louis based User Experience Technology Firm</p>

<p>
<li><a href=""http://enlivenhq.com"" rel=""nofollow"">enlivenhq.com</a>
<li><a href=""http://ianrobinson.me"" rel=""nofollow"">ianrobinson.me</a>
<li><a href=""http://twitter.com/enlivenhq"" rel=""nofollow"">twitter.com/enlivenhq</a>
<li><a href=""http://twitter.com/irobinson"" rel=""nofollow"">twitter.com/irobinson</a></p>
","877","1166","52","","","34","265"
"327","8331","2008-08-04 17:08:49","Luke","2016-10-14 22:07:00","","Orange County, California United States","<p>I asked a lot of stupid questions and now I have a bunch of points!</p>
","562","587","30","","","34","266"
"328","1099","2008-08-04 17:20:23","fastcall","2014-10-15 15:23:12","","United States","","329","77","5","","","31","267"
"331","1228","2008-08-04 17:50:48","jasonjwwilliams","2016-08-18 19:11:10","http://phanto.me","United States","Just love coding.","184","43","13","","","36","268"
"332","14856","2008-08-04 17:51:58","Wedge","2016-10-15 19:11:20","","Seattle, WA","","1153","1790","177","https://i.stack.imgur.com/PsJXF.jpg?s=128&g=1","","40","269"
"333","138","2008-08-04 17:58:16","Edward Luong","2010-09-03 06:19:09","http://www.mrawde.com/","United States","","57","8","2","","","","270"
"337","23843","2008-08-04 18:11:42","Larsenal","2016-10-15 17:28:30","","Ventura, CA","<p>I enjoy running my data processing boxes at a 5-minute load average of 77.  Keep it hot and off heap.</p>
","1204","1686","14","","","","271"
